Carrera;Edad;Trabajo;Beca;Genero;EstadoCivil;CantidadHijos;Prom_cAplazo;A/P;Desemp1R;Desemp2N;Desemp3RN
CPN;41;S;N;F;Casado;1;7,27;1,23;0;1;0
CPN;42;S;N;F;Soltero;0;5,4;1,17;0;0;0
LE;41;S;N;M;Soltero;0;6,95;1,43;0;0;0
CPN;41;N;N;F;Soltero;0;7;1,48;0;1;0
LE;41;S;N;M;Casado;3;6,54;1,35;0;0;0
LA;45;S;N;M;Soltero;1;6,18;1,62;0;0;0
LA;47;S;N;F;Soltero;0;6,67;1,57;0;0;0
LE;41;S;N;F;Casado;2;6,45;1,39;0;0;0
CPN;41;S;N;F;Soltero;0;7,22;1,48;0;1;0
CPN;43;N;N;F;Casado;1;5,59;1,48;0;0;0
LA;40;S;N;F;Soltero;1;6,71;1,64;0;0;0
LA;39;S;N;F;Soltero;0;7,45;1,60;0;1;0
LA;39;S;N;F;Casado;2;7,36;1,64;0;1;0
CPN;44;S;N;F;Casado;1;7,05;3,50;0;1;0
CPN;41;S;N;F;Soltero;3;6,02;1,50;0;0;0
LE;40;S;N;M;Soltero;1;6,71;1,55;0;0;0
CPN;39;S;N;F;Soltero;0;5,67;1,36;0;0;0
CPN;39;S;N;M;Casado;2;5,93;1,36;0;0;0
CPN;41;S;N;F;Casado;2;5,74;1,45;0;0;0
CPN;41;S;N;F;Soltero;1;5,87;1,32;0;0;0
LE;40;S;N;M;Soltero;1;7,05;1,55;0;1;0
CPN;40;S;N;M;Otro;2;5,66;1,55;0;0;0
LA;42;S;N;F;Soltero;1;5,72;1,55;0;0;0
LA;39;S;N;F;Casado;2;6,43;1,57;0;0;0
CPN;42;S;N;F;Soltero;1;5,58;1,62;0;0;0
LA;39;S;N;M;Soltero;0;6,38;1,71;0;0;0
LA;40;S;N;F;Casado;2;6,36;1,52;0;0;0
LE;39;S;N;F;Soltero;0;5,89;1,67;0;0;0
LA;38;S;N;F;Soltero;0;7,66;2,06;0;1;0
CPN;38;S;N;F;Soltero;0;6,7;0,90;0;0;0
CPN;44;S;N;M;Soltero;0;5,73;1,38;0;0;0
CPN;39;S;N;M;Soltero;0;5,68;1,87;0;0;0
LA;38;S;N;M;Casado;2;7,33;1,71;0;1;0
LA;39;S;N;F;Casado;3;6,04;1,76;0;0;0
LA;41;S;N;M;Soltero;0;6,37;1,71;0;0;0
LA;39;S;N;M;Casado;3;7,42;1,57;0;1;0
CPN;39;S;N;M;Soltero;1;6,04;1,60;0;0;0
LA;38;S;N;M;Casado;2;6,69;1,55;0;0;0
LA;40;S;N;F;Soltero;0;6,1;1,55;0;0;0
CPN;38;S;N;F;Casado;0;5,56;1,75;0;0;0
LA;38;S;N;F;Casado;3;6,58;1,70;0;0;0
CPN;38;S;N;M;Soltero;0;5,31;1,75;0;0;0
LA;37;S;N;F;Soltero;0;6,78;1,80;0;0;0
LA;38;S;N;M;Soltero;0;6,95;1,70;0;0;0
CPN;39;S;N;M;Soltero;0;5,7;1,80;0;0;0
CPN;38;S;N;F;Soltero;0;6,93;1,75;0;0;0
CPN;37;S;N;M;Casado;0;5,88;1,75;0;0;0
LE;38;S;N;M;Casado;2;6;1,70;0;0;0
CPN;39;S;N;M;Casado;1;5,77;1,75;0;0;0
CPN;40;N;N;F;Soltero;0;7;1,55;0;1;0
LA;38;S;N;F;Casado;1;6,8;1,80;0;0;0
CPN;38;S;N;F;Casado;1;7,42;1,09;0;1;0
CPN;39;N;N;F;Soltero;1;5,39;1,65;0;0;0
CPN;38;S;N;M;Casado;0;6,5;1,70;0;0;0
CPN;38;S;N;F;Otro;2;6,31;1,55;0;0;0
CPN;36;N;N;F;Soltero;2;6,17;1,74;0;0;0
CPN;38;S;N;M;Casado;1;5,27;1,68;0;0;0
LA;36;S;N;F;Casado;1;7,08;1,89;0;1;0
CPN;37;S;N;F;Soltero;0;5,8;1,68;0;0;0
CPN;37;S;N;F;Soltero;2;5,59;1,63;0;0;0
CPN;38;S;N;F;Soltero;0;5,87;1,84;0;0;0
CPN;37;S;N;F;Soltero;1;5,62;1,84;0;0;0
CPN;36;N;N;M;Soltero;1;6,24;1,89;0;0;0
LA;37;S;N;M;Casado;0;6,61;1,63;0;0;0
LA;37;S;N;M;Casado;2;6,85;1,74;0;0;0
CPN;37;S;N;F;Otro;1;5,84;1,79;0;0;0
CPN;36;S;N;M;Soltero;0;5,63;1,84;0;0;0
LA;36;S;N;F;Casado;2;6,21;1,88;0;0;0
CPN;38;S;N;F;Soltero;0;5,69;1,53;0;0;0
LA;37;S;N;M;Casado;1;6,88;1,74;0;0;0
LE;37;S;N;F;Casado;1;7,91;1,74;0;1;0
LA;36;S;N;F;Casado;0;7,05;1,79;0;1;0
CPN;37;S;N;F;Soltero;0;5,62;1,84;0;0;0
LE;36;S;N;F;Casado;2;7,86;1,74;0;1;0
CPN;37;S;N;F;Casado;2;5,98;1,74;0;0;0
CPN;37;S;N;F;Soltero;3;7,1;1,79;0;1;0
LA;35;S;N;M;Soltero;1;6,31;2,00;0;0;0
CPN;35;S;N;M;Soltero;0;5,95;1,89;0;0;0
CPN;36;S;N;F;Soltero;0;6,35;1,94;0;0;0
LA;35;S;N;F;Soltero;2;6,67;2,00;0;0;0
LA;36;S;N;M;Soltero;0;6,14;1,94;0;0;0
CPN;35;S;N;M;Casado;0;6,59;1,56;0;0;0
CPN;35;S;N;F;Soltero;0;6,1;1,83;0;0;0
CPN;35;S;N;F;Casado;1;5,31;1,89;0;0;0
LA;38;N;N;F;Soltero;0;6,63;1,94;0;0;0
CPN;38;N;N;F;Soltero;0;7,25;1,20;0;1;0
CPN;35;N;N;F;Casado;2;6,34;1,89;0;0;0
LA;37;S;N;M;Soltero;0;6,36;3,10;0;0;0
LA;35;S;N;F;Soltero;1;7,18;2,00;0;1;0
LA;36;S;N;F;Soltero;1;6,32;1,89;0;0;0
CPN;35;S;N;F;Soltero;1;5,85;1,78;0;0;0
CPN;35;S;N;F;Casado;0;5,52;2,00;0;0;0
LA;36;S;N;F;Soltero;0;6,02;1,94;0;0;0
CPN;35;S;N;F;Soltero;0;5,64;1,94;0;0;0
LA;36;S;N;F;Soltero;1;6,35;1,94;0;0;0
LE;36;S;N;M;Casado;1;6,79;1,67;0;0;0
LA;35;S;N;F;Soltero;0;6,35;2,06;0;0;0
LA;36;S;N;F;Soltero;0;5,64;2,12;0;0;0
CPN;35;S;N;M;Soltero;2;5,58;2,06;0;0;0
LA;35;S;N;M;Soltero;2;6,57;2,00;0;0;0
LE;51;S;N;M;Soltero;0;9,25;1,00;0;1;0
LA;35;S;N;M;Soltero;0;6,91;2,12;0;0;0
LLO;36;S;N;F;Soltero;0;8,33;3,00;0;1;0
CPN;34;S;N;M;Soltero;1;6,81;1,94;0;0;0
LA;36;S;N;F;Otro;2;6,63;2,06;0;0;0
CPN;34;N;N;F;Soltero;1;5,34;1,82;0;0;0
CPN;37;S;N;F;Soltero;1;6,47;2,20;0;0;0
CPN;34;S;N;M;Soltero;0;6;1,53;0;0;0
LA;35;S;N;M;Soltero;2;6,58;2,12;0;0;0
CPN;35;S;N;F;Soltero;0;5,96;2,12;0;0;0
CPN;35;S;N;M;Soltero;0;5,84;2,06;0;0;0
LA;35;S;N;F;Soltero;1;7,56;1,88;0;1;0
CPN;36;S;N;M;Soltero;0;6,04;1,94;0;0;0
CPN;35;S;N;F;Casado;0;6,17;1,88;0;0;0
CPN;36;S;N;F;Casado;1;5,91;2,12;0;0;0
LA;34;S;N;F;Casado;0;6,76;2,12;0;0;0
CPN;35;N;N;M;Soltero;0;6,39;2,06;0;0;0
CPN;35;S;N;M;Casado;1;6,54;1,88;0;0;0
CPN;35;S;S;F;Soltero;0;5,36;2,25;0;0;0
CPN;35;S;N;F;Casado;1;5,26;2,00;0;0;0
CPN;34;S;N;F;Soltero;2;6,65;2,25;0;0;0
LA;33;S;N;M;Casado;0;6,45;2,25;0;0;0
CPN;35;S;N;F;Casado;1;5,31;2,06;0;0;0
LE;34;S;N;F;Soltero;0;7,63;2,06;0;1;0
LA;33;S;N;M;Soltero;0;8,24;2,19;0;1;0
CPN;33;S;N;M;Soltero;0;5,61;2,06;0;0;0
CPN;35;S;N;F;Soltero;0;5,65;1,75;0;0;0
CPN;34;S;N;M;Casado;1;5,8;2,19;0;0;0
LA;34;S;N;F;Soltero;0;6,13;2,25;0;0;0
CPN;34;S;N;F;Soltero;0;6,69;0,80;0;0;0
LA;33;S;N;M;Soltero;0;6,98;2,77;0;0;0
LE;33;S;N;F;Casado;1;7,2;2,06;0;1;0
CPN;34;S;N;F;Casado;1;6,55;2,25;0;0;0
LA;34;S;N;F;Casado;1;7;2,43;0;1;0
CPN;33;S;N;M;Casado;0;6,38;2,19;0;0;0
CPN;35;N;N;F;Soltero;3;6,73;2,25;0;0;0
LA;33;S;N;M;Soltero;0;7;3,40;0;1;0
LA;35;S;N;F;Casado;1;6,58;2,25;0;0;0
LA;34;S;N;M;Casado;1;6,88;2,85;0;0;0
LA;34;S;N;M;Casado;2;6,33;2,69;0;0;0
CPN;33;S;N;F;Casado;2;5,94;2,13;0;0;0
LA;39;S;N;M;Soltero;0;5,83;2,25;0;0;0
LE;33;N;N;F;Soltero;0;5,78;2,06;0;0;0
LA;33;S;N;F;Soltero;0;5,34;1,63;0;0;0
CPN;33;N;N;M;Soltero;0;7,44;2,19;0;1;0
CPN;33;S;N;F;Soltero;0;5,98;1,88;0;0;0
CPN;34;S;N;M;Soltero;0;7;2,19;0;1;0
CPN;33;S;N;M;Casado;0;7,34;2,25;0;1;0
CPN;32;S;N;F;Soltero;0;6,02;2,27;0;0;0
CPN;33;S;N;F;Soltero;0;6,67;2,40;0;0;0
LA;33;S;N;F;Casado;0;6,71;2,40;0;0;0
CPN;32;S;N;F;Soltero;0;6,4;2,40;0;0;0
LA;33;S;N;M;Soltero;2;6,48;2,33;0;0;0
LA;32;S;N;M;Soltero;0;6,89;3,27;0;0;0
LE;34;S;N;M;Casado;1;7,3;2,20;0;1;0
CPN;33;S;N;F;Soltero;0;6,21;1,67;0;0;0
CPN;33;S;N;F;Soltero;0;6,65;2,40;0;0;0
CPN;33;S;N;F;Casado;1;6,76;2,27;0;0;0
CPN;32;S;N;F;Casado;2;6,4;2,07;0;0;0
CPN;34;S;N;F;Soltero;1;5,73;1,47;0;0;0
LA;32;S;N;M;Soltero;0;5,93;2,40;0;0;0
LE;32;S;N;M;Soltero;0;8;2,47;0;1;0
CPN;33;S;N;F;Casado;1;5,9;1,47;0;0;0
LA;33;S;N;F;Soltero;0;6,02;2,33;0;0;0
LE;33;S;N;F;Casado;0;7,3;2,20;0;1;0
CPN;33;S;N;M;Casado;0;5,91;2,33;0;0;0
CPN;33;S;N;F;Casado;1;6,1;2,40;0;0;0
LA;32;S;N;F;Soltero;0;6,76;2,33;0;0;0
CPN;33;N;N;M;Soltero;0;6,78;2,13;0;0;0
LA;33;S;N;F;Soltero;0;5,67;2,40;0;0;0
CPN;32;S;N;M;Soltero;0;5,8;1,67;0;0;0
LA;33;S;N;M;Casado;1;6,17;2,83;0;0;0
LE;33;S;N;M;Soltero;0;6,29;2,20;0;0;0
LA;32;S;N;M;Soltero;0;6,09;2,33;0;0;0
LA;33;S;N;F;Soltero;0;6,74;2,08;0;0;0
CPN;33;S;N;F;Soltero;0;6,04;2,07;0;0;0
CPN;33;S;N;M;Casado;2;5,75;2,40;0;0;0
CPN;32;S;N;F;Soltero;0;6,08;2,00;0;0;0
CPN;33;S;N;F;Soltero;0;5,77;2,27;0;0;0
CPN;33;S;N;F;Soltero;0;5,92;1,40;0;0;0
CPN;39;N;N;F;Soltero;0;5,74;2,27;0;0;0
CPN;33;N;S;F;Casado;2;7,62;2,13;0;1;0
CPN;32;N;N;F;Casado;2;8,43;1,93;0;1;0
CPN;34;N;N;F;Casado;1;6,42;2,07;0;0;0
CPN;33;S;N;F;Soltero;0;6,07;2,20;0;0;0
CPN;35;S;N;F;Soltero;0;6,22;2,14;0;0;0
CPN;32;S;N;F;Casado;2;5,63;2,50;0;0;0
LA;34;S;N;M;Soltero;0;6,92;3,67;0;0;0
CPN;36;N;N;F;Soltero;0;5,78;2,29;0;0;0
CPN;32;N;N;F;Soltero;0;6;2,21;0;0;0
LA;33;S;N;M;Soltero;0;6,77;2,36;0;0;0
LA;32;S;N;F;Casado;0;5,85;2,07;0;0;0
LA;31;N;N;F;Casado;1;6,84;2,50;0;0;0
CPN;32;S;N;M;Soltero;2;5,76;2,57;0;0;0
CPN;33;S;N;M;Soltero;0;5,8;2,43;0;0;0
LA;31;N;N;F;Soltero;0;6,11;4,00;1;0;0
LA;31;S;N;F;Soltero;0;6,2;2,29;0;0;0
CPN;31;S;N;F;Soltero;0;6,79;1,33;0;0;0
LA;31;S;N;F;Soltero;0;5,96;2,36;0;0;0
CPN;32;N;N;F;Soltero;0;6,27;1,93;0;0;0
LA;32;S;N;F;Soltero;0;5,65;2,00;0;0;0
LA;31;S;N;F;Soltero;0;5,67;2,14;0;0;0
CPN;31;S;N;F;Casado;0;6;1,93;0;0;0
LA;31;S;N;F;Soltero;0;6,58;2,57;0;0;0
CPN;31;S;N;F;Soltero;0;5,34;1,21;0;0;0
CPN;31;S;N;F;Soltero;0;6,63;2,36;0;0;0
CPN;31;S;S;F;Soltero;0;5,58;2,57;0;0;0
LA;32;S;N;F;Soltero;0;6,74;2,57;0;0;0
CPN;31;S;N;M;Soltero;0;6,04;2,21;0;0;0
CPN;32;S;N;M;Soltero;0;5,81;2,50;0;0;0
CPN;32;S;N;F;Soltero;0;6,06;2,50;0;0;0
LA;32;S;N;M;Casado;0;6,08;2,57;0;0;0
LA;32;S;N;M;Soltero;0;5,96;2,57;0;0;0
CPN;32;S;N;M;Soltero;0;6,67;1,33;0;0;0
CPN;33;S;S;F;Soltero;0;5,82;2,07;0;0;0
LE;33;S;N;M;Soltero;0;6,63;2,00;0;0;0
LA;32;S;N;M;Soltero;0;6,64;2,07;0;0;0
LA;32;S;N;F;Soltero;0;5,82;2,29;0;0;0
CPN;32;S;N;F;Soltero;0;5,47;1,13;0;0;0
CPN;31;S;N;F;Soltero;0;6,53;2,21;0;0;0
CPN;32;S;N;M;Soltero;0;6,31;2,36;0;0;0
LA;33;S;N;M;Soltero;0;6,17;2,57;0;0;0
CPN;31;S;S;M;Casado;3;6,91;2,57;0;0;0
LA;32;S;N;F;Soltero;0;6,12;2,57;0;0;0
CPN;32;N;N;F;Soltero;0;5,85;2,07;0;0;0
LA;32;S;N;F;Soltero;0;7,46;4,67;1;1;1
CPN;31;S;N;F;Soltero;0;6,37;2,00;0;0;0
CPN;31;S;N;F;Casado;0;6,08;2,00;0;0;0
LLO;32;N;N;M;Soltero;0;8,39;7,33;1;1;1
CPN;31;S;N;F;Soltero;1;5,62;1,77;0;0;0
LA;30;S;N;M;Soltero;0;6,43;2,77;0;0;0
CPN;31;S;N;M;Casado;0;6,65;2,38;0;0;0
CPN;31;S;N;M;Soltero;0;5,63;2,77;0;0;0
CPN;31;N;N;F;Casado;1;6;1,77;0;0;0
CPN;30;N;N;F;Casado;1;6,68;2,00;0;0;0
CPN;31;S;N;M;Soltero;0;5,97;2,77;0;0;0
CPN;30;S;N;F;Soltero;1;6,19;2,38;0;0;0
CPN;31;S;N;M;Soltero;0;5,97;2,77;0;0;0
LA;33;S;N;F;Casado;0;5,95;2,77;0;0;0
CPN;31;S;N;M;Soltero;0;4,94;2,62;0;0;0
LA;31;S;N;F;Casado;0;6,19;2,31;0;0;0
CPN;31;S;N;M;Soltero;0;5,83;2,62;0;0;0
CPN;31;S;N;M;Soltero;0;5,57;2,38;0;0;0
CPN;30;S;N;F;Soltero;0;6,04;2,38;0;0;0
LA;31;S;N;M;Soltero;0;6,41;2,08;0;0;0
CPN;31;S;N;M;Soltero;0;6,78;0,90;0;0;0
CPN;30;S;N;M;Soltero;0;5,69;2,08;0;0;0
CPN;32;S;N;M;Soltero;0;5,98;1,92;0;0;0
CPN;31;S;N;F;Soltero;0;5,85;2,54;0;0;0
LA;31;S;N;M;Soltero;0;6,13;2,31;0;0;0
LA;32;N;N;F;Casado;2;6,37;3,27;0;0;0
LA;30;S;N;F;Casado;2;5,69;2,23;0;0;0
CPN;31;S;N;F;Soltero;0;6,17;2,62;0;0;0
CPN;30;S;N;F;Casado;0;5,96;2,38;0;0;0
CPN;31;N;N;F;Casado;2;6,15;1,77;0;0;0
CPN;32;S;N;M;Soltero;0;5,97;3,08;0;0;0
CPN;31;N;N;F;Soltero;1;5,81;1,15;0;0;0
LA;31;S;N;F;Soltero;0;7,12;2,69;0;1;0
CPN;31;S;S;M;Soltero;3;5,8;2,15;0;0;0
CPN;31;S;N;M;Soltero;0;5,69;2,38;0;0;0
CPN;31;N;N;F;Casado;2;6,14;2,69;0;0;0
LA;30;S;N;M;Soltero;0;6,12;2,77;0;0;0
CPN;30;N;N;F;Casado;0;5,73;2,62;0;0;0
LA;32;S;N;F;Casado;1;6,02;2,54;0;0;0
CPN;31;S;N;F;Soltero;1;6,44;1,85;0;0;0
LA;30;N;N;M;Soltero;0;6,02;2,77;0;0;0
LA;32;N;N;M;Soltero;0;5,96;1,92;0;0;0
LA;31;S;N;M;Soltero;0;6,21;2,69;0;0;0
LA;31;S;N;F;Soltero;0;5,74;2,77;0;0;0
CPN;30;S;N;F;Soltero;0;6,13;2,77;0;0;0
LA;30;S;N;M;Soltero;0;6,43;2,23;0;0;0
LA;31;S;N;F;Soltero;2;7,33;4,00;1;1;1
LA;32;S;N;M;Casado;0;6,13;2,77;0;0;0
CPN;30;S;N;F;Soltero;0;5,36;1,38;0;0;0
LA;31;N;N;F;Casado;1;6,24;2,00;0;0;0
CPN;31;N;N;F;Casado;1;7,71;0,78;0;1;0
LA;31;N;N;F;Soltero;1;6,65;2,00;0;0;0
CPN;31;N;N;F;Soltero;1;7,09;0,82;0;1;0
CPN;31;S;N;F;Soltero;0;5,96;2,38;0;0;0
LA;35;S;N;F;Soltero;0;6,56;2,77;0;0;0
CPN;36;N;N;M;Soltero;0;6,09;2,15;0;0;0
CPN;34;N;N;F;Casado;0;6,74;2,08;0;0;0
CPN;31;S;N;M;Casado;1;6,8;3,75;0;0;0
LA;29;S;N;M;Casado;1;7,57;2,83;0;1;0
CPN;32;N;N;M;Soltero;0;4,64;0,83;0;0;0
CPN;29;N;N;F;Soltero;0;6,59;2,67;0;0;0
LA;31;N;N;F;Soltero;0;5,97;1,75;0;0;0
CPN;29;S;N;F;Soltero;0;5,91;2,75;0;0;0
CPN;29;S;N;F;Soltero;1;6,15;1,75;0;0;0
CPN;30;S;N;F;Casado;1;5,89;2,75;0;0;0
CPN;31;S;N;F;Soltero;0;5,78;3,08;0;0;0
CPN;30;S;N;M;Soltero;0;6,79;2,92;0;0;0
CPN;30;N;N;F;Casado;1;5,78;1,50;0;0;0
LA;30;S;N;M;Soltero;0;6,6;3,00;0;0;0
CPN;29;S;N;F;Soltero;0;6,1;3,00;0;0;0
LA;30;S;N;M;Soltero;0;7,14;3,00;0;1;0
LA;31;S;N;F;Soltero;0;6,57;3,00;0;0;0
CPN;30;N;N;F;Soltero;0;5,58;2,25;0;0;0
LA;31;S;N;F;Soltero;0;5,91;2,83;0;0;0
CPN;29;S;N;F;Casado;0;5,98;2,25;0;0;0
CPN;29;N;N;F;Otro;0;6,77;0,75;0;0;0
CPN;30;N;N;F;Soltero;0;5,62;2,50;0;0;0
CPN;30;N;N;M;Soltero;0;5,98;3,00;0;0;0
CPN;32;S;N;F;Soltero;0;5,56;2,58;0;0;0
LA;30;S;N;M;Soltero;0;6,55;2,92;0;0;0
CPN;30;S;N;F;Casado;0;6,81;3,00;0;0;0
CPN;30;S;N;F;Soltero;0;6,62;2,75;0;0;0
CPN;29;S;N;F;Soltero;0;5,49;2,17;0;0;0
CPN;30;S;N;F;Casado;0;6,69;2,75;0;0;0
CPN;30;S;N;F;Soltero;0;5,77;2,75;0;0;0
LA;29;N;N;M;Soltero;0;6,86;4,50;1;0;1
CPN;30;S;S;M;Soltero;0;6,79;2,67;0;0;0
CPN;34;N;N;F;Casado;1;5,59;2,67;0;0;0
CPN;29;N;N;F;Soltero;0;5,81;2,75;0;0;0
CPN;30;S;N;F;Soltero;0;6,18;1,75;0;0;0
CPN;33;S;N;M;Soltero;0;6,06;2,83;0;0;0
LA;29;S;N;F;Soltero;0;7,88;3,40;0;1;0
CPN;30;S;N;F;Soltero;0;7,05;2,92;0;1;0
CPN;30;S;N;F;Soltero;0;5,9;2,00;0;0;0
LA;30;S;N;M;Soltero;0;6,76;3,00;0;0;0
LA;30;S;N;M;Soltero;0;7,62;3,00;0;1;0
CPN;30;S;N;M;Soltero;0;5,59;2,83;0;0;0
CPN;30;S;N;F;Soltero;0;6,1;2,92;0;0;0
CPN;30;S;N;M;Soltero;0;5,86;2,33;0;0;0
LE;29;S;N;M;Soltero;0;6,8;2,75;0;0;0
LA;30;N;N;F;Soltero;0;7,68;3,00;0;1;0
LA;30;N;S;F;Soltero;0;6,37;2,83;0;0;0
LA;29;S;N;M;Casado;1;7,17;3,20;0;1;0
LA;30;S;N;F;Soltero;0;5,93;2,83;0;0;0
CPN;30;S;N;F;Soltero;0;7;1,11;0;1;0
CPN;32;N;N;F;Soltero;0;5,38;2,25;0;0;0
LA;29;S;N;F;Soltero;0;6,61;1,42;0;0;0
CPN;30;S;N;M;Soltero;0;5,89;2,67;0;0;0
CPN;30;S;N;M;Soltero;0;6,21;2,75;0;0;0
CPN;29;S;N;F;Soltero;0;5,65;3,00;0;0;0
CPN;29;N;N;F;Soltero;0;6,78;2,92;0;0;0
CPN;30;S;N;F;Soltero;0;5,94;2,75;0;0;0
CPN;29;S;N;M;Soltero;0;6,65;3,00;0;0;0
LE;31;S;N;M;Soltero;0;6,36;2,75;0;0;0
CPN;29;S;N;M;Soltero;0;5,75;2,50;0;0;0
CPN;30;S;N;F;Soltero;0;5,51;1,75;0;0;0
LA;34;S;N;M;Soltero;0;6,4;2,75;0;0;0
LA;29;S;N;F;Soltero;0;6,93;2,75;0;0;0
LE;29;S;N;F;Casado;1;7,43;2,67;0;1;0
CPN;29;S;N;F;Soltero;0;6,48;3,00;0;0;0
CPN;30;S;N;F;Soltero;0;5,13;0,83;0;0;0
CPN;29;S;N;F;Soltero;0;5,39;2,00;0;0;0
CPN;30;S;N;F;Soltero;0;6,14;2,17;0;0;0
LA;29;N;N;M;Soltero;0;7,05;2,83;0;1;0
CPN;30;S;N;M;Casado;1;5,98;2,92;0;0;0
CPN;30;S;N;M;Soltero;0;5,74;2,92;0;0;0
CPN;30;N;N;M;Soltero;0;5,87;2,75;0;0;0
LA;30;S;N;F;Soltero;0;7,23;2,92;0;1;0
CPN;31;S;N;F;Casado;1;5,93;2,83;0;0;0
CPN;29;S;N;M;Soltero;2;6,84;2,75;0;0;0
LA;29;S;N;M;Soltero;0;7,15;2,92;0;1;0
CPN;32;S;N;M;Soltero;0;6,04;2,58;0;0;0
CPN;30;S;N;F;Soltero;0;6,23;2,33;0;0;0
LA;29;S;N;M;Soltero;0;7;3,00;0;1;0
CPN;30;S;S;F;Soltero;0;6,36;2,50;0;0;0
CPN;31;N;S;M;Soltero;0;5,56;1,50;0;0;0
LA;29;S;N;F;Soltero;0;7,82;3,00;0;1;0
LA;30;N;N;F;Soltero;0;6;2,83;0;0;0
LA;30;S;N;F;Soltero;0;6,18;3,50;0;0;0
CPN;30;S;N;F;Soltero;0;5,6;1,25;0;0;0
CPN;30;S;N;F;Soltero;0;6,16;2,17;0;0;0
CPN;29;S;N;F;Soltero;1;5,7;2,08;0;0;0
CPN;30;S;N;M;Soltero;0;6,02;2,64;0;0;0
CPN;29;S;N;F;Soltero;0;7,23;2,82;0;1;0
LA;30;S;N;F;Soltero;0;7,32;1,91;0;1;0
LA;31;S;N;F;Soltero;0;7,64;1,38;0;1;0
CPN;29;S;N;F;Soltero;0;5,84;2,82;0;0;0
CPN;29;S;N;F;Soltero;0;5,4;1,27;0;0;0
CPN;28;S;N;F;Soltero;0;6,35;2,91;0;0;0
CPN;29;S;N;F;Soltero;0;5,27;3,27;0;0;0
CPN;29;S;N;F;Soltero;1;7,03;2,91;0;1;0
CPN;29;S;N;M;Soltero;0;5,36;2,27;0;0;0
CPN;29;S;N;F;Soltero;0;5,05;1,82;0;0;0
CPN;29;N;N;F;Soltero;1;5,92;2,82;0;0;0
CPN;28;S;N;F;Soltero;0;5,95;2,36;0;0;0
CPN;29;S;N;F;Soltero;0;6,41;3,27;0;0;0
CPN;30;S;N;M;Soltero;1;6,03;2,09;0;0;0
CPN;29;S;N;M;Soltero;0;5,98;2,55;0;0;0
CPN;29;S;N;F;Casado;0;5,49;1,55;0;0;0
CPN;28;S;N;F;Soltero;0;6,09;3,18;0;0;0
CPN;28;S;N;M;Soltero;0;6,28;3,18;0;0;0
CPN;30;S;S;M;Soltero;0;5;1,64;0;0;0
LA;28;N;N;F;Soltero;0;6,64;4,63;1;0;1
CPN;35;S;N;F;Otro;2;6,02;2,18;0;0;0
LA;31;S;N;F;Soltero;0;5,44;1,73;0;0;0
CPN;29;S;N;F;Soltero;0;6,53;3,00;0;0;0
CPN;28;S;N;M;Soltero;0;5,92;2,00;0;0;0
CPN;30;S;N;F;Soltero;0;5,67;3,00;0;0;0
CPN;29;S;N;F;Soltero;0;5,6;2,36;0;0;0
LA;30;N;N;F;Soltero;0;6,4;2,00;0;0;0
CPN;29;N;N;M;Soltero;0;6,57;3,27;0;0;0
LA;28;S;N;F;Casado;1;7,82;4,00;1;1;1
CPN;29;N;N;F;Soltero;0;5,66;2,73;0;0;0
CPN;30;N;N;M;Soltero;0;6,56;2,55;0;0;0
LA;29;S;N;F;Soltero;0;6,51;2,91;0;0;0
CPN;30;S;N;M;Soltero;0;6,51;2,91;0;0;0
LA;29;S;N;F;Soltero;0;6,67;2,09;0;0;0
CPN;29;S;N;M;Soltero;1;5,64;2,73;0;0;0
CPN;31;S;N;M;Soltero;0;5,45;2,82;0;0;0
LA;29;S;N;F;Soltero;0;8,69;3,27;0;1;1
LA;29;N;N;F;Soltero;0;6,59;3,09;0;0;0
CPN;29;N;N;F;Soltero;0;7,07;1,22;0;1;0
CPN;28;S;N;M;Casado;1;6,14;2,82;0;0;0
CPN;28;S;N;M;Soltero;0;5,41;1,45;0;0;0
CPN;30;N;N;F;Casado;1;6,22;3,27;0;0;0
LA;32;S;N;F;Soltero;0;6,3;2,45;0;0;0
CPN;31;S;N;F;Soltero;0;5,84;2,45;0;0;0
LA;28;N;N;M;Soltero;0;6,52;3,27;0;0;0
LA;28;S;N;M;Soltero;0;6,77;3,27;0;0;0
CPN;31;S;N;F;Soltero;1;5,82;0,45;0;0;0
LA;29;S;N;F;Soltero;0;6,2;3,18;0;0;0
CPN;29;S;N;F;Soltero;0;5,7;2,09;0;0;0
CPN;28;S;N;F;Soltero;0;5,86;2,82;0;0;0
LA;28;S;N;F;Soltero;0;6,63;3,18;0;0;0
CPN;29;S;N;M;Soltero;0;6,32;1,55;0;0;0
CPN;30;S;N;F;Casado;0;5,71;3,18;0;0;0
CPN;28;S;N;F;Soltero;0;6,13;3,00;0;0;0
CPN;31;S;N;M;Casado;0;5,98;3,00;0;0;0
CPN;28;S;N;M;Soltero;0;5,95;3,27;0;0;0
CPN;28;S;N;M;Soltero;0;5,45;1,27;0;0;0
CPN;28;S;N;F;Soltero;0;5,79;3,27;0;0;0
LA;28;S;N;F;Soltero;0;6,76;2,82;0;0;0
CPN;28;S;N;F;Soltero;0;7,56;0,90;0;1;0
CPN;29;N;N;M;Soltero;0;6,43;3,00;0;0;0
CPN;28;S;N;F;Soltero;0;6,13;3,27;0;0;0
LA;30;S;N;M;Soltero;0;6,9;3,00;0;0;0
