,Carrera,Edad,Trabajo,Beca,Genero,EstadoCivil,CantidadHijos,Prom_cAplazo,A/P,Desemp1R,Desemp2N,Desemp3RN
1513,CPN,31,S,N,M,Soltero,0,4.94,2.6153846153846154,0,0,0
1514,LA,31,S,N,F,Casado,0,6.19,2.3076923076923075,0,0,0
1515,CPN,31,S,N,M,Soltero,0,5.83,2.6153846153846154,0,0,0
1516,CPN,31,S,N,M,Soltero,0,5.57,2.3846153846153846,0,0,0
1517,CPN,30,S,N,F,Soltero,0,6.04,2.3846153846153846,0,0,0
1518,LA,31,S,N,M,Soltero,0,6.41,2.076923076923077,0,0,0
1519,CPN,31,S,N,M,Soltero,0,6.78,0.9,0,0,0
1520,CPN,30,S,N,M,Soltero,0,5.69,2.076923076923077,0,0,0
1521,CPN,32,S,N,M,Soltero,0,5.98,1.9230769230769231,0,0,0
1522,CPN,31,S,N,F,Soltero,0,5.85,2.5384615384615383,0,0,0
1523,LA,31,S,N,M,Soltero,0,6.13,2.3076923076923075,0,0,0
1524,LA,32,N,N,F,Casado,2,6.37,3.272727272727273,0,0,0
1525,LA,30,S,N,F,Casado,2,5.69,2.230769230769231,0,0,0
1526,CPN,31,S,N,F,Soltero,0,6.17,2.6153846153846154,0,0,0
1527,CPN,30,S,N,F,Casado,0,5.96,2.3846153846153846,0,0,0
1528,CPN,31,N,N,F,Casado,2,6.15,1.7692307692307692,0,0,0
1529,CPN,32,S,N,M,Soltero,0,5.97,3.076923076923077,0,0,0
1530,CPN,31,N,N,F,Soltero,1,5.81,1.1538461538461537,0,0,0
1531,LA,31,S,N,F,Soltero,0,7.12,2.6923076923076925,0,1,0
1532,CPN,31,S,S,M,Soltero,3,5.8,2.1538461538461537,0,0,0
1533,CPN,31,S,N,M,Soltero,0,5.69,2.3846153846153846,0,0,0
1534,CPN,31,N,N,F,Casado,2,6.14,2.6923076923076925,0,0,0
1535,LA,30,S,N,M,Soltero,0,6.12,2.769230769230769,0,0,0
1536,CPN,30,N,N,F,Casado,0,5.73,2.6153846153846154,0,0,0
1537,LA,32,S,N,F,Casado,1,6.02,2.5384615384615383,0,0,0
1538,CPN,31,S,N,F,Soltero,1,6.44,1.8461538461538463,0,0,0
1539,LA,30,N,N,M,Soltero,0,6.02,2.769230769230769,0,0,0
1540,LA,32,N,N,M,Soltero,0,5.96,1.9230769230769231,0,0,0
1541,LA,31,S,N,M,Soltero,0,6.21,2.6923076923076925,0,0,0
1542,LA,31,S,N,F,Soltero,0,5.74,2.769230769230769,0,0,0
1543,CPN,30,S,N,F,Soltero,0,6.13,2.769230769230769,0,0,0
1544,LA,30,S,N,M,Soltero,0,6.43,2.230769230769231,0,0,0
1545,LA,31,S,N,F,Soltero,2,7.33,4.0,1,1,1
1546,LA,32,S,N,M,Casado,0,6.13,2.769230769230769,0,0,0
1547,CPN,30,S,N,F,Soltero,0,5.36,1.3846153846153846,0,0,0
1548,LA,31,N,N,F,Casado,1,6.24,2.0,0,0,0
1549,CPN,31,N,N,F,Casado,1,7.71,0.7777777777777778,0,1,0
1550,LA,31,N,N,F,Soltero,1,6.65,2.0,0,0,0
1551,CPN,31,N,N,F,Soltero,1,7.09,0.8181818181818182,0,1,0
1552,CPN,31,S,N,F,Soltero,0,5.96,2.3846153846153846,0,0,0
1553,LA,35,S,N,F,Soltero,0,6.56,2.769230769230769,0,0,0
1554,CPN,36,N,N,M,Soltero,0,6.09,2.1538461538461537,0,0,0
1555,CPN,34,N,N,F,Casado,0,6.74,2.076923076923077,0,0,0
1556,CPN,31,S,N,M,Casado,1,6.8,3.75,0,0,0
1557,LA,29,S,N,M,Casado,1,7.57,2.8333333333333335,0,1,0
1558,CPN,32,N,N,M,Soltero,0,4.64,0.8333333333333334,0,0,0
1559,CPN,29,N,N,F,Soltero,0,6.59,2.6666666666666665,0,0,0
1560,LA,31,N,N,F,Soltero,0,5.97,1.75,0,0,0
1561,CPN,29,S,N,F,Soltero,0,5.91,2.75,0,0,0
1562,CPN,29,S,N,F,Soltero,1,6.15,1.75,0,0,0
1563,CPN,30,S,N,F,Casado,1,5.89,2.75,0,0,0
1564,CPN,31,S,N,F,Soltero,0,5.78,3.0833333333333335,0,0,0
1565,CPN,30,S,N,M,Soltero,0,6.79,2.9166666666666665,0,0,0
1566,CPN,30,N,N,F,Casado,1,5.78,1.5,0,0,0
1567,LA,30,S,N,M,Soltero,0,6.6,3.0,0,0,0
1568,CPN,29,S,N,F,Soltero,0,6.1,3.0,0,0,0
1569,LA,30,S,N,M,Soltero,0,7.14,3.0,0,1,0
1570,LA,31,S,N,F,Soltero,0,6.57,3.0,0,0,0
1571,CPN,30,N,N,F,Soltero,0,5.58,2.25,0,0,0
1572,LA,31,S,N,F,Soltero,0,5.91,2.8333333333333335,0,0,0
1573,CPN,29,S,N,F,Casado,0,5.98,2.25,0,0,0
1574,CPN,29,N,N,F,Otro,0,6.77,0.75,0,0,0
1575,CPN,30,N,N,F,Soltero,0,5.62,2.5,0,0,0
1576,CPN,30,N,N,M,Soltero,0,5.98,3.0,0,0,0
1577,CPN,32,S,N,F,Soltero,0,5.56,2.5833333333333335,0,0,0
1578,LA,30,S,N,M,Soltero,0,6.55,2.9166666666666665,0,0,0
1579,CPN,30,S,N,F,Casado,0,6.81,3.0,0,0,0
1580,CPN,30,S,N,F,Soltero,0,6.62,2.75,0,0,0
1581,CPN,29,S,N,F,Soltero,0,5.49,2.1666666666666665,0,0,0
1582,CPN,30,S,N,F,Casado,0,6.69,2.75,0,0,0
1583,CPN,30,S,N,F,Soltero,0,5.77,2.75,0,0,0
1584,LA,29,N,N,M,Soltero,0,6.86,4.5,1,0,1
1585,CPN,30,S,S,M,Soltero,0,6.79,2.6666666666666665,0,0,0
1586,CPN,34,N,N,F,Casado,1,5.59,2.6666666666666665,0,0,0
1587,CPN,29,N,N,F,Soltero,0,5.81,2.75,0,0,0
1588,CPN,30,S,N,F,Soltero,0,6.18,1.75,0,0,0
1589,CPN,33,S,N,M,Soltero,0,6.06,2.8333333333333335,0,0,0
1590,LA,29,S,N,F,Soltero,0,7.88,3.4,0,1,0
1591,CPN,30,S,N,F,Soltero,0,7.05,2.9166666666666665,0,1,0
1592,CPN,30,S,N,F,Soltero,0,5.9,2.0,0,0,0
1593,LA,30,S,N,M,Soltero,0,6.76,3.0,0,0,0
1594,LA,30,S,N,M,Soltero,0,7.62,3.0,0,1,0
1595,CPN,30,S,N,M,Soltero,0,5.59,2.8333333333333335,0,0,0
1596,CPN,30,S,N,F,Soltero,0,6.1,2.9166666666666665,0,0,0
1597,CPN,30,S,N,M,Soltero,0,5.86,2.3333333333333335,0,0,0
1598,LE,29,S,N,M,Soltero,0,6.8,2.75,0,0,0
1599,LA,30,N,N,F,Soltero,0,7.68,3.0,0,1,0
1600,LA,30,N,S,F,Soltero,0,6.37,2.8333333333333335,0,0,0
1601,LA,29,S,N,M,Casado,1,7.17,3.2,0,1,0
1602,LA,30,S,N,F,Soltero,0,5.93,2.8333333333333335,0,0,0
1603,CPN,30,S,N,F,Soltero,0,7.0,1.1111111111111112,0,1,0
1604,CPN,32,N,N,F,Soltero,0,5.38,2.25,0,0,0
1605,LA,29,S,N,F,Soltero,0,6.61,1.4166666666666667,0,0,0
1606,CPN,30,S,N,M,Soltero,0,5.89,2.6666666666666665,0,0,0
1607,CPN,30,S,N,M,Soltero,0,6.21,2.75,0,0,0
1608,CPN,29,S,N,F,Soltero,0,5.65,3.0,0,0,0
1609,CPN,29,N,N,F,Soltero,0,6.78,2.9166666666666665,0,0,0
1610,CPN,30,S,N,F,Soltero,0,5.94,2.75,0,0,0
1611,CPN,29,S,N,M,Soltero,0,6.65,3.0,0,0,0
1612,LE,31,S,N,M,Soltero,0,6.36,2.75,0,0,0
1613,CPN,29,S,N,M,Soltero,0,5.75,2.5,0,0,0
1614,CPN,30,S,N,F,Soltero,0,5.51,1.75,0,0,0
1615,LA,34,S,N,M,Soltero,0,6.4,2.75,0,0,0
1616,LA,29,S,N,F,Soltero,0,6.93,2.75,0,0,0
1617,LE,29,S,N,F,Casado,1,7.43,2.6666666666666665,0,1,0
1618,CPN,29,S,N,F,Soltero,0,6.48,3.0,0,0,0
1619,CPN,30,S,N,F,Soltero,0,5.13,0.8333333333333334,0,0,0
1620,CPN,29,S,N,F,Soltero,0,5.39,2.0,0,0,0
1621,CPN,30,S,N,F,Soltero,0,6.14,2.1666666666666665,0,0,0
1622,LA,29,N,N,M,Soltero,0,7.05,2.8333333333333335,0,1,0
1623,CPN,30,S,N,M,Casado,1,5.98,2.9166666666666665,0,0,0
1624,CPN,30,S,N,M,Soltero,0,5.74,2.9166666666666665,0,0,0
1625,CPN,30,N,N,M,Soltero,0,5.87,2.75,0,0,0
1626,LA,30,S,N,F,Soltero,0,7.23,2.9166666666666665,0,1,0
1627,CPN,31,S,N,F,Casado,1,5.93,2.8333333333333335,0,0,0
1628,CPN,29,S,N,M,Soltero,2,6.84,2.75,0,0,0
1629,LA,29,S,N,M,Soltero,0,7.15,2.9166666666666665,0,1,0
1630,CPN,32,S,N,M,Soltero,0,6.04,2.5833333333333335,0,0,0
1631,CPN,30,S,N,F,Soltero,0,6.23,2.3333333333333335,0,0,0
1632,LA,29,S,N,M,Soltero,0,7.0,3.0,0,1,0
1633,CPN,30,S,S,F,Soltero,0,6.36,2.5,0,0,0
1634,CPN,31,N,S,M,Soltero,0,5.56,1.5,0,0,0
1635,LA,29,S,N,F,Soltero,0,7.82,3.0,0,1,0
1636,LA,30,N,N,F,Soltero,0,6.0,2.8333333333333335,0,0,0
1637,LA,30,S,N,F,Soltero,0,6.18,3.5,0,0,0
1638,CPN,30,S,N,F,Soltero,0,5.6,1.25,0,0,0
1639,CPN,30,S,N,F,Soltero,0,6.16,2.1666666666666665,0,0,0
1640,CPN,29,S,N,F,Soltero,1,5.7,2.0833333333333335,0,0,0
1641,CPN,30,S,N,M,Soltero,0,6.02,2.6363636363636362,0,0,0
1642,CPN,29,S,N,F,Soltero,0,7.23,2.8181818181818183,0,1,0
1643,LA,30,S,N,F,Soltero,0,7.32,1.9090909090909092,0,1,0
1644,LA,31,S,N,F,Soltero,0,7.64,1.375,0,1,0
1645,CPN,29,S,N,F,Soltero,0,5.84,2.8181818181818183,0,0,0
1646,CPN,29,S,N,F,Soltero,0,5.4,1.2727272727272727,0,0,0
1647,CPN,28,S,N,F,Soltero,0,6.35,2.909090909090909,0,0,0
1648,CPN,29,S,N,F,Soltero,0,5.27,3.272727272727273,0,0,0
1649,CPN,29,S,N,F,Soltero,1,7.03,2.909090909090909,0,1,0
1650,CPN,29,S,N,M,Soltero,0,5.36,2.272727272727273,0,0,0
1651,CPN,29,S,N,F,Soltero,0,5.05,1.8181818181818181,0,0,0
1652,CPN,29,N,N,F,Soltero,1,5.92,2.8181818181818183,0,0,0
1653,CPN,28,S,N,F,Soltero,0,5.95,2.3636363636363638,0,0,0
1654,CPN,29,S,N,F,Soltero,0,6.41,3.272727272727273,0,0,0
1655,CPN,30,S,N,M,Soltero,1,6.03,2.090909090909091,0,0,0
1656,CPN,29,S,N,M,Soltero,0,5.98,2.5454545454545454,0,0,0
1657,CPN,29,S,N,F,Casado,0,5.49,1.5454545454545454,0,0,0
1658,CPN,28,S,N,F,Soltero,0,6.09,3.1818181818181817,0,0,0
1659,CPN,28,S,N,M,Soltero,0,6.28,3.1818181818181817,0,0,0
1660,CPN,30,S,S,M,Soltero,0,5.0,1.6363636363636365,0,0,0
1661,LA,28,N,N,F,Soltero,0,6.64,4.625,1,0,1
1662,CPN,35,S,N,F,Otro,2,6.02,2.1818181818181817,0,0,0
1663,LA,31,S,N,F,Soltero,0,5.44,1.7272727272727273,0,0,0
1664,CPN,29,S,N,F,Soltero,0,6.53,3.0,0,0,0
1665,CPN,28,S,N,M,Soltero,0,5.92,2.0,0,0,0
1666,CPN,30,S,N,F,Soltero,0,5.67,3.0,0,0,0
1667,CPN,29,S,N,F,Soltero,0,5.6,2.3636363636363638,0,0,0
1668,LA,30,N,N,F,Soltero,0,6.4,2.0,0,0,0
1669,CPN,29,N,N,M,Soltero,0,6.57,3.272727272727273,0,0,0
1670,LA,28,S,N,F,Casado,1,7.82,4.0,1,1,1
1671,CPN,29,N,N,F,Soltero,0,5.66,2.727272727272727,0,0,0
1672,CPN,30,N,N,M,Soltero,0,6.56,2.5454545454545454,0,0,0
1673,LA,29,S,N,F,Soltero,0,6.51,2.909090909090909,0,0,0
1674,CPN,30,S,N,M,Soltero,0,6.51,2.909090909090909,0,0,0
1675,LA,29,S,N,F,Soltero,0,6.67,2.090909090909091,0,0,0
1676,CPN,29,S,N,M,Soltero,1,5.64,2.727272727272727,0,0,0
1677,CPN,31,S,N,M,Soltero,0,5.45,2.8181818181818183,0,0,0
1678,LA,29,S,N,F,Soltero,0,8.69,3.272727272727273,0,1,1
1679,LA,29,N,N,F,Soltero,0,6.59,3.090909090909091,0,0,0
1680,CPN,29,N,N,F,Soltero,0,7.07,1.2222222222222223,0,1,0
1681,CPN,28,S,N,M,Casado,1,6.14,2.8181818181818183,0,0,0
1682,CPN,28,S,N,M,Soltero,0,5.41,1.4545454545454546,0,0,0
1683,CPN,30,N,N,F,Casado,1,6.22,3.272727272727273,0,0,0
1684,LA,32,S,N,F,Soltero,0,6.3,2.4545454545454546,0,0,0
1685,CPN,31,S,N,F,Soltero,0,5.84,2.4545454545454546,0,0,0
1686,LA,28,N,N,M,Soltero,0,6.52,3.272727272727273,0,0,0
1687,LA,28,S,N,M,Soltero,0,6.77,3.272727272727273,0,0,0
1688,CPN,31,S,N,F,Soltero,1,5.82,0.45454545454545453,0,0,0
1689,LA,29,S,N,F,Soltero,0,6.2,3.1818181818181817,0,0,0
1690,CPN,29,S,N,F,Soltero,0,5.7,2.090909090909091,0,0,0
1691,CPN,28,S,N,F,Soltero,0,5.86,2.8181818181818183,0,0,0
1692,LA,28,S,N,F,Soltero,0,6.63,3.1818181818181817,0,0,0
1693,CPN,29,S,N,M,Soltero,0,6.32,1.5454545454545454,0,0,0
1694,CPN,30,S,N,F,Casado,0,5.71,3.1818181818181817,0,0,0
1695,CPN,28,S,N,F,Soltero,0,6.13,3.0,0,0,0
1696,CPN,31,S,N,M,Casado,0,5.98,3.0,0,0,0
1697,CPN,28,S,N,M,Soltero,0,5.95,3.272727272727273,0,0,0
1698,CPN,28,S,N,M,Soltero,0,5.45,1.2727272727272727,0,0,0
1699,CPN,28,S,N,F,Soltero,0,5.79,3.272727272727273,0,0,0
1700,LA,28,S,N,F,Soltero,0,6.76,2.8181818181818183,0,0,0
1701,CPN,28,S,N,F,Soltero,0,7.56,0.9,0,1,0
1702,CPN,29,N,N,M,Soltero,0,6.43,3.0,0,0,0
1703,CPN,28,S,N,F,Soltero,0,6.13,3.272727272727273,0,0,0
1704,LA,30,S,N,M,Soltero,0,6.9,3.0,0,0,0
1705,CPN,29,N,N,M,Soltero,0,7.02,3.272727272727273,0,1,0
1706,CPN,29,N,N,F,Soltero,0,5.87,2.272727272727273,0,0,0
1707,LLO,29,S,N,F,Soltero,0,8.83,9.333333333333334,1,1,1
1708,LLO,48,N,N,M,Casado,3,7.42,1.8,0,1,0
1709,CPN,29,S,N,M,Soltero,0,6.13,2.727272727272727,0,0,0
1710,CPN,28,N,N,F,Soltero,0,6.03,2.1818181818181817,0,0,0
1711,CPN,30,S,N,F,Soltero,0,5.95,2.272727272727273,0,0,0
1712,CPN,29,N,N,F,Soltero,0,6.04,2.6363636363636362,0,0,0
1713,LE,29,S,N,M,Soltero,0,6.41,2.8181818181818183,0,0,0
1714,CPN,30,S,N,M,Soltero,0,5.75,2.5454545454545454,0,0,0
1715,CPN,28,N,N,F,Soltero,0,5.81,3.272727272727273,0,0,0
1716,CPN,28,S,N,F,Soltero,0,5.66,2.909090909090909,0,0,0
1717,CPN,28,N,N,M,Soltero,0,6.4,3.272727272727273,0,0,0
1718,CPN,30,S,N,M,Casado,2,4.9,1.2727272727272727,0,0,0
1719,LA,29,N,N,F,Soltero,0,6.58,2.1818181818181817,0,0,0
1720,CPN,29,S,N,M,Soltero,0,5.59,1.8181818181818181,0,0,0
1721,LA,30,S,N,F,Soltero,0,5.89,2.4444444444444446,0,0,0
1722,LA,29,S,N,M,Soltero,0,7.37,3.272727272727273,0,1,0
1723,CPN,30,S,N,F,Casado,1,5.65,2.727272727272727,0,0,0
1724,CPN,28,N,N,F,Soltero,0,6.45,2.272727272727273,0,0,0
1725,CPN,28,S,N,F,Casado,0,6.72,3.090909090909091,0,0,0
1726,CPN,28,S,N,F,Soltero,0,5.24,2.4545454545454546,0,0,0
1727,CPN,29,N,N,F,Soltero,0,5.37,1.9090909090909092,0,0,0
1728,CPN,29,S,N,F,Soltero,1,6.5,2.8181818181818183,0,0,0
1729,CPN,29,S,N,F,Casado,1,5.9,3.272727272727273,0,0,0
1730,CPN,29,N,S,F,Soltero,0,6.48,2.909090909090909,0,0,0
1731,LA,28,N,N,F,Soltero,0,6.98,3.6,0,0,0
1732,CPN,27,S,N,F,Soltero,0,8.56,3.6,0,1,1
1733,CPN,28,S,N,F,Soltero,0,5.92,3.1,0,0,0
1734,LA,29,S,N,F,Soltero,0,6.26,3.5,0,0,0
1735,CPN,30,N,N,F,Soltero,0,6.68,3.5,0,0,0
1736,CPN,28,S,N,F,Soltero,0,5.98,3.6,0,0,0
1737,CPN,27,N,N,F,Soltero,0,6.6,3.5,0,0,0
1738,CPN,27,N,S,F,Soltero,0,6.02,3.3,0,0,0
1739,CPN,28,S,N,F,Soltero,0,6.81,3.6,0,0,0
1740,CPN,28,S,N,M,Soltero,0,6.5,2.9,0,0,0
1741,CPN,27,S,N,F,Soltero,0,6.06,2.3,0,0,0
1742,LA,27,S,N,M,Soltero,0,6.23,2.7,0,0,0
1743,CPN,27,N,N,M,Soltero,0,7.27,2.6,0,1,0
1744,CPN,29,N,N,F,Soltero,0,6.37,3.2,0,0,0
1745,LA,28,S,N,M,Soltero,0,6.5,3.6,0,0,0
1746,CPN,27,S,N,M,Soltero,0,7.0,3.0,0,1,0
1747,CPN,27,N,N,F,Soltero,0,6.17,3.3,0,0,0
1748,LA,27,S,N,F,Casado,0,6.88,3.888888888888889,0,0,0
1749,LA,28,S,N,M,Soltero,0,6.58,2.3,0,0,0
1750,CPN,28,S,N,M,Soltero,0,6.16,3.2,0,0,0
1751,CPN,28,N,N,F,Soltero,3,5.59,2.0,0,0,0
1752,CPN,28,S,N,F,Soltero,0,6.92,3.1,0,0,0
1753,CPN,27,N,N,F,Casado,1,6.13,3.4,0,0,0
1754,LA,28,S,N,F,Soltero,0,7.16,3.6,0,1,0
1755,CPN,28,N,N,F,Soltero,0,5.68,1.2,0,0,0
1756,CPN,28,S,S,M,Soltero,0,6.82,3.6,0,0,0
1757,LA,28,N,N,M,Soltero,0,7.36,4.0,1,1,1
1758,CPN,28,S,N,M,Casado,0,7.02,3.5,0,1,0
1759,CPN,27,S,N,F,Soltero,0,6.41,3.4,0,0,0
1760,LA,27,S,N,F,Soltero,0,6.73,1.25,0,0,0
1761,CPN,27,N,N,F,Soltero,0,7.07,3.6,0,1,0
1762,CPN,27,S,N,F,Soltero,0,6.04,3.1,0,0,0
1763,CPN,27,N,N,F,Soltero,1,6.6,2.7,0,0,0
1764,CPN,27,S,N,M,Soltero,0,6.61,2.9,0,0,0
1765,CPN,28,S,N,F,Soltero,2,5.66,2.1,0,0,0
1766,CPN,28,S,N,F,Soltero,0,6.48,3.4,0,0,0
1767,LE,28,S,N,M,Casado,0,7.16,3.2,0,1,0
1768,LA,27,N,N,F,Soltero,0,6.25,3.5,0,0,0
1769,CPN,28,S,N,F,Casado,1,7.88,3.6,0,1,1
1770,LA,28,S,N,M,Soltero,0,5.48,2.4,0,0,0
1771,CPN,28,S,N,M,Soltero,0,7.75,0.5,0,1,0
1772,LA,27,S,N,M,Soltero,0,6.45,3.3,0,0,0
1773,LA,28,S,N,M,Soltero,0,6.72,2.9,0,0,0
1774,CPN,27,S,N,F,Soltero,0,5.89,2.2,0,0,0
1775,LA,28,N,N,M,Soltero,0,6.45,3.1,0,0,0
1776,CPN,30,S,N,M,Soltero,1,6.33,0.6,0,0,0
1777,CPN,34,N,N,F,Casado,2,8.08,3.857142857142857,0,1,1
1778,CPN,28,S,N,F,Soltero,1,5.95,2.5,0,0,0
1779,CPN,28,N,N,M,Soltero,0,6.67,3.3,0,0,0
1780,CPN,28,S,N,M,Soltero,0,6.03,2.1,0,0,0
1781,CPN,28,S,N,F,Soltero,0,7.2,3.7,0,1,0
1782,CPN,28,S,N,F,Soltero,0,6.35,2.1,0,0,0
1783,LA,28,S,N,F,Casado,0,6.93,3.5,0,0,0
1784,LA,28,N,N,M,Soltero,0,8.29,3.5,0,1,1
1785,LA,28,S,S,F,Soltero,0,6.37,3.3,0,0,0
1786,CPN,29,S,N,F,Soltero,0,6.23,3.2,0,0,0
1787,CPN,28,S,N,M,Soltero,0,6.34,3.4,0,0,0
1788,CPN,28,N,N,F,Soltero,1,6.9,1.6,0,0,0
1789,LA,28,S,N,F,Soltero,0,6.33,2.5,0,0,0
1790,CPN,28,N,N,F,Soltero,0,5.81,1.9,0,0,0
1791,CPN,27,N,N,F,Soltero,0,5.57,1.5,0,0,0
1792,LA,27,S,N,F,Soltero,0,5.43,1.6,0,0,0
1793,CPN,27,S,N,F,Soltero,0,6.67,0.42857142857142855,0,0,0
1794,CPN,28,N,S,F,Soltero,0,7.4,3.5,0,1,0
1795,CPN,27,S,N,F,Soltero,0,6.68,3.6,0,0,0
1796,CPN,30,N,N,F,Soltero,0,7.77,2.9,0,1,0
1797,LA,29,S,N,M,Soltero,0,6.22,2.8,0,0,0
1798,CPN,27,N,N,F,Soltero,0,5.71,2.5,0,0,0
1799,CPN,29,N,N,F,Soltero,0,6.26,2.9,0,0,0
1800,CPN,27,S,N,F,Soltero,0,6.48,3.3,0,0,0
1801,LA,27,S,N,M,Soltero,0,7.2,3.7,0,1,0
1802,CPN,28,S,N,F,Soltero,0,5.59,1.8,0,0,0
1803,CPN,27,S,N,F,Soltero,0,6.37,2.6,0,0,0
1804,CPN,27,N,N,F,Soltero,0,6.61,3.3,0,0,0
1805,CPN,28,S,N,M,Soltero,0,5.63,3.3,0,0,0
1806,LA,28,N,N,M,Soltero,0,6.74,3.0,0,0,0
1807,CPN,28,N,N,F,Soltero,0,6.19,2.9,0,0,0
1808,CPN,27,N,N,F,Soltero,0,6.15,2.9,0,0,0
1809,CPN,28,S,N,F,Soltero,0,6.81,2.7,0,0,0
1810,CPN,27,N,N,M,Soltero,0,6.43,3.1,0,0,0
1811,CPN,28,N,N,M,Soltero,0,6.33,2.4,0,0,0
1812,CPN,27,N,N,F,Soltero,0,5.89,2.0,0,0,0
1813,CPN,27,S,N,F,Soltero,0,6.26,3.0,0,0,0
1814,LA,27,S,N,F,Soltero,0,7.85,3.5,0,1,0
1815,LE,27,S,N,F,Soltero,0,8.0,0.6666666666666666,0,1,0
1816,LA,27,N,N,F,Soltero,0,6.06,2.6,0,0,0
1817,LA,28,S,N,F,Soltero,0,7.26,2.9,0,1,0
1818,LA,31,S,N,M,Casado,0,5.91,3.5,0,0,0
1819,CPN,28,S,N,F,Soltero,0,6.12,3.3,0,0,0
1820,LA,28,N,N,F,Soltero,0,6.56,3.6,0,0,0
1821,CPN,29,N,N,M,Soltero,0,6.0,3.3,0,0,0
1822,LA,29,N,N,M,Soltero,0,6.09,1.75,0,0,0
1823,LLO,27,S,N,F,Soltero,0,7.89,5.666666666666667,1,1,1
1824,CPN,28,S,N,M,Soltero,0,6.15,2.5,0,0,0
1825,CPN,29,S,N,F,Soltero,0,5.86,3.2,0,0,0
1826,CPN,27,N,N,F,Soltero,0,6.04,2.8,0,0,0
1827,LA,29,S,N,F,Soltero,0,6.89,3.1,0,0,0
1828,CPN,29,S,N,F,Soltero,0,6.58,1.125,0,0,0
1829,CPN,28,N,N,F,Soltero,0,6.15,3.2,0,0,0
1830,LA,28,N,N,F,Soltero,0,6.83,6.0,1,0,1
1831,LA,28,S,N,M,Soltero,0,6.39,4.666666666666667,1,0,1
1832,CPN,27,S,N,M,Soltero,0,6.38,3.6,0,0,0
1833,CPN,29,N,N,M,Soltero,0,5.88,3.6,0,0,0
1834,LA,30,S,N,M,Soltero,0,6.31,1.9,0,0,0
1835,CPN,28,S,N,F,Soltero,1,5.49,2.5,0,0,0
1836,LA,27,N,N,M,Soltero,0,5.92,3.6,0,0,0
1837,LA,28,S,N,F,Soltero,0,7.3,3.5,0,1,0
1838,CPN,28,S,N,M,Soltero,1,7.0,2.5,0,1,0
1839,CPN,28,N,N,F,Soltero,0,5.79,1.8,0,0,0
1840,LA,27,N,N,M,Soltero,0,5.69,3.0,0,0,0
1841,CPN,27,S,N,F,Soltero,0,6.2,3.1,0,0,0
1842,LE,31,S,N,M,Soltero,1,7.8,3.5,0,1,0
1843,CPN,28,N,N,F,Soltero,0,6.38,3.6,0,0,0
1844,CPN,29,N,N,M,Soltero,0,5.6,1.7,0,0,0
1845,CPN,27,S,N,F,Soltero,0,7.96,2.6,0,1,0
1846,LA,27,S,N,M,Soltero,0,8.0,2.7777777777777777,0,1,0
1847,CPN,28,N,N,F,Soltero,0,7.33,3.6,0,1,0
1848,CPN,30,S,N,F,Soltero,0,6.13,2.5,0,0,0
1849,LA,31,S,N,M,Soltero,0,6.96,2.0,0,0,0
1850,CPN,27,S,N,F,Soltero,0,6.86,3.3,0,0,0
1851,CPN,28,N,N,M,Soltero,0,5.91,3.3,0,0,0
1852,CPN,30,N,N,M,Soltero,0,5.37,1.3,0,0,0
1853,CPN,28,S,N,F,Soltero,0,6.31,2.5,0,0,0
1854,CPN,27,N,N,M,Soltero,0,6.0,2.9,0,0,0
1855,CPN,28,N,N,F,Soltero,0,5.5,1.7,0,0,0
1856,CPN,28,S,S,F,Casado,1,6.2,2.7,0,0,0
1857,CPN,28,N,N,F,Soltero,0,5.83,3.0,0,0,0
1858,CPN,27,S,N,M,Casado,0,6.39,2.2,0,0,0
1859,CPN,27,N,S,F,Casado,2,6.66,3.6,0,0,0
1860,CPN,28,N,S,F,Soltero,0,5.78,2.0,0,0,0
1861,CPN,27,N,N,F,Soltero,0,4.64,1.0,0,0,0
1862,CPN,27,S,N,M,Soltero,0,5.98,2.7,0,0,0
1863,CPN,27,N,N,F,Soltero,1,5.39,1.9,0,0,0
1864,CPN,26,N,N,M,Soltero,0,6.86,2.5555555555555554,0,0,0
1865,CPN,27,N,N,M,Soltero,0,6.0,2.5555555555555554,0,0,0
1866,CPN,26,N,N,F,Soltero,0,7.41,3.7777777777777777,0,1,0
1867,CPN,31,N,N,F,Soltero,1,6.12,3.4444444444444446,0,0,0
1868,CPN,26,S,N,M,Soltero,0,5.76,2.4444444444444446,0,0,0
1869,CPN,28,S,N,F,Soltero,0,5.97,2.2222222222222223,0,0,0
1870,CPN,29,N,N,F,Soltero,0,6.03,2.111111111111111,0,0,0
1871,CPN,28,N,S,F,Soltero,0,5.93,1.8888888888888888,0,0,0
1872,CPN,27,N,N,F,Casado,0,6.86,3.6666666666666665,0,0,0
1873,CPN,26,S,N,M,Soltero,0,5.65,1.4444444444444444,0,0,0
1874,CPN,28,N,S,F,Casado,1,5.69,1.8888888888888888,0,0,0
1875,LA,26,S,N,M,Soltero,0,7.26,3.111111111111111,0,1,0
1876,CPN,27,S,N,F,Casado,0,6.38,4.111111111111111,1,0,0
1877,CPN,26,N,N,F,Soltero,0,5.95,2.6666666666666665,0,0,0
1878,LA,26,N,N,F,Soltero,0,6.54,3.4444444444444446,0,0,0
1879,CPN,28,N,N,F,Soltero,0,5.38,1.6666666666666667,0,0,0
1880,CPN,27,N,N,F,Soltero,0,5.71,2.3333333333333335,0,0,0
